date_and_time,hexagon_center,num_bikes_avg
2020-10-07T16:00:03,"33.72029831268257,-118.51241403022203",0.0
2020-10-07T16:00:03,"33.71329915599133,-117.81616857522098",0.0
2020-10-07T16:00:03,"33.71329915599133,-117.84711281766548",0.0
2020-10-07T15:56:02,"34.178743075959076,-118.28806827249947",0.0
2020-10-07T16:00:03,"33.71329915599133,-117.86258493888772",0.0
2020-10-07T15:56:02,"34.178743075959076,-118.30354039372172",0.0
2020-10-07T15:56:02,"34.178743075959076,-118.31901251494396",0.0
2020-10-07T15:56:02,"34.178743075959076,-118.33448463616621",0.0
2020-10-07T15:56:02,"34.178743075959076,-118.34995675738845",0.0
2020-10-07T15:56:02,"34.178743075959076,-118.41184524227744",0.0
2020-10-07T15:56:02,"34.178743075959076,-118.42731736349968",0.0
2020-10-07T15:56:02,"34.178743075959076,-118.45826160594417",0.0
2020-10-07T16:00:03,"33.71329915599133,-117.90900130255446",0.0
2020-10-07T15:56:02,"34.178743075959076,-118.47373372716642",0.0
2020-10-07T15:56:02,"34.178743075959076,-118.48920584838866",0.0
2020-10-07T15:56:02,"34.178743075959076,-118.50467796961091",0.0
2020-10-07T16:00:03,"33.71329915599133,-117.89352918133221",0.0
2020-10-07T16:00:03,"33.71329915599133,-117.87805706010997",0.0
2020-10-07T15:56:02,"34.178743075959076,-118.52015009083316",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.21844372699937",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.24938796944386",0.0
2020-10-07T15:56:02,"34.178743075959076,-118.56656645449989",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.34995675738845",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.41184524227744",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.62071887877775",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.42731736349968",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.44278948472193",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.6052467575555",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.58977463633326",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.57430251511101",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.55883039388877",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.45826160594417",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.54335827266652",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.52788615144428",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.47373372716642",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.51241403022203",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.49694190899979",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.48146978777754",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.636191",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.33448463616621",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.48920584838866",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.31901251494396",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.14881918149926",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.16429130272151",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.17976342394375",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.195235545166",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.21070766638825",0.0
2020-10-07T16:00:03,"33.706299999300086,-117.80069645399874",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.22617978761049",0.0
2020-10-07T16:00:03,"33.706299999300086,-117.7852243327765",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.24165190883274",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.25712403005498",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.27259615127723",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.28806827249947",0.0
2020-10-07T16:00:03,"33.706299999300086,-117.76975221155425",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.30354039372172",0.0
2020-10-07T16:00:03,"33.706299999300086,-117.754280090332",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.4659976665553",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.45052554533305",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.2648600906661",0.0
2020-10-07T15:56:02,"34.178743075959076,-117.87032099949884",0.0
2020-10-07T15:56:02,"34.178743075959076,-117.90126524194334",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.40410918166631",0.0
2020-10-07T15:56:02,"34.178743075959076,-117.91673736316558",0.0
2020-10-07T15:56:02,"34.178743075959076,-117.93220948438783",0.0
2020-10-07T15:56:02,"34.178743075959076,-117.94768160561007",0.0
2020-10-07T15:56:02,"34.178743075959076,-117.96315372683232",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.38863706044407",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.37316493922182",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.35769281799958",0.0
2020-10-07T15:56:02,"34.178743075959076,-117.97862584805456",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.34222069677733",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.32674857555509",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.31127645433284",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.2958043331106",0.0
2020-10-07T15:56:02,"34.178743075959076,-117.99409796927681",0.0
2020-10-07T15:56:02,"34.178743075959076,-117.88579312072109",0.0
2020-10-07T15:56:02,"34.178743075959076,-117.8548488782766",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.50467796961091",0.0
2020-10-07T15:56:02,"34.178743075959076,-117.83937675705435",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.4350534241108",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.52015009083316",0.0
2020-10-07T16:00:03,"33.71329915599133,-118.41958130288856",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.5356222120554",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.55109433327765",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.56656645449989",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.58203857572214",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.59751069694438",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.61298281816663",0.0
2020-10-07T15:56:02,"34.18574223265032,-118.62845493938887",0.0
2020-10-07T15:56:02,"34.178743075959076,-117.76201615094313",0.0
2020-10-07T15:56:02,"34.178743075959076,-117.77748827216537",0.0
2020-10-07T15:56:02,"34.178743075959076,-117.79296039338762",0.0
2020-10-07T15:56:02,"34.178743075959076,-117.80843251460986",0.0
2020-10-07T15:56:02,"34.178743075959076,-117.82390463583211",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.49694190899979",0.0
2020-10-07T15:56:02,"34.178743075959076,-118.58203857572214",0.0
2020-10-07T16:00:03,"33.727297469373816,-118.51241403022203",0.0
2020-10-07T15:56:02,"34.16474476257659,-117.87032099949884",0.0
2020-10-07T15:56:02,"34.16474476257659,-117.88579312072109",0.0
2020-10-07T15:56:02,"34.16474476257659,-117.90126524194334",0.0
2020-10-07T15:56:02,"34.16474476257659,-117.91673736316558",0.0
2020-10-07T16:00:03,"33.72029831268257,-117.93994554499895",0.0
2020-10-07T16:00:03,"33.72029831268257,-117.9244734237767",0.0
2020-10-07T16:00:03,"33.72029831268257,-117.90900130255446",0.0
2020-10-07T15:56:02,"34.16474476257659,-117.93220948438783",0.0
2020-10-07T16:00:03,"33.72029831268257,-117.89352918133221",0.0
2020-10-07T15:56:02,"34.16474476257659,-117.94768160561007",0.0
2020-10-07T16:00:03,"33.72029831268257,-117.87805706010997",0.0
2020-10-07T15:56:02,"34.16474476257659,-117.96315372683232",0.0
2020-10-07T16:00:03,"33.72029831268257,-117.86258493888772",0.0
2020-10-07T16:00:03,"33.72029831268257,-117.84711281766548",0.0
2020-10-07T16:00:03,"33.72029831268257,-117.83164069644323",0.0
2020-10-07T15:56:02,"34.16474476257659,-117.97862584805456",0.0
2020-10-07T16:00:03,"33.72029831268257,-117.9554176662212",0.0
2020-10-07T16:00:03,"33.72029831268257,-117.97088978744344",0.0
2020-10-07T15:56:02,"34.16474476257659,-117.99409796927681",0.0
2020-10-07T16:00:03,"33.72029831268257,-117.98636190866569",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.1256109996659",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.11013887844365",0.0
2020-10-07T15:56:02,"34.16474476257659,-117.77748827216537",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.0946667572214",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.07919463599916",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.06372251477691",0.0
2020-10-07T15:56:02,"34.16474476257659,-117.79296039338762",0.0
2020-10-07T15:56:02,"34.16474476257659,-117.80843251460986",0.0
2020-10-07T15:56:02,"34.16474476257659,-117.82390463583211",0.0
2020-10-07T15:56:02,"34.16474476257659,-117.83937675705435",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.04825039355467",0.0
2020-10-07T15:56:02,"34.16474476257659,-117.8548488782766",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.03277827233242",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.01730615111018",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.00183402988793",0.0
2020-10-07T16:00:03,"33.72029831268257,-117.81616857522098",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.00957009049905",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.62845493938887",0.0
2020-10-07T16:00:03,"33.72029831268257,-117.76975221155425",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.28806827249947",0.0
2020-10-07T16:00:03,"33.72029831268257,-117.754280090332",0.0
2020-10-07T16:00:03,"33.727297469373816,-118.636191",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.30354039372172",0.0
2020-10-07T16:00:03,"33.727297469373816,-118.62071887877775",0.0
2020-10-07T16:00:03,"33.727297469373816,-118.6052467575555",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.31901251494396",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.33448463616621",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.34995675738845",0.0
2020-10-07T16:00:03,"33.727297469373816,-118.58977463633326",0.0
2020-10-07T16:00:03,"33.727297469373816,-118.57430251511101",0.0
2020-10-07T16:00:03,"33.727297469373816,-118.55883039388877",0.0
2020-10-07T16:00:03,"33.727297469373816,-118.54335827266652",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.41184524227744",0.0
2020-10-07T16:00:03,"33.727297469373816,-118.52788615144428",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.27259615127723",0.0
2020-10-07T16:00:03,"33.72029831268257,-117.7852243327765",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.0250422117213",0.0
2020-10-07T16:00:03,"33.72029831268257,-117.80069645399874",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.04051433294354",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.05598645416579",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.07145857538804",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.08693069661028",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.10240281783253",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.11787493905477",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.13334706027702",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.14881918149926",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.16429130272151",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.17976342394375",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.195235545166",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.21070766638825",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.22617978761049",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.24165190883274",0.0
2020-10-07T15:56:02,"34.16474476257659,-118.25712403005498",0.0
2020-10-07T15:56:02,"34.16474476257659,-117.76201615094313",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.61298281816663",0.0
2020-10-07T15:56:02,"34.178743075959076,-118.59751069694438",0.0
2020-10-07T15:56:02,"34.17174391926783,-117.91673736316558",0.0
2020-10-07T15:56:02,"34.17174391926783,-117.94768160561007",0.0
2020-10-07T15:56:02,"34.17174391926783,-117.96315372683232",0.0
2020-10-07T15:56:02,"34.17174391926783,-117.97862584805456",0.0
2020-10-07T15:56:02,"34.17174391926783,-117.99409796927681",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.40410918166631",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.38863706044407",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.37316493922182",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.35769281799958",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.00957009049905",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.34222069677733",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.32674857555509",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.0250422117213",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.04051433294354",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.05598645416579",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.07145857538804",0.0
2020-10-07T15:56:02,"34.17174391926783,-117.93220948438783",0.0
2020-10-07T15:56:02,"34.17174391926783,-117.90126524194334",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.10240281783253",0.0
2020-10-07T15:56:02,"34.17174391926783,-117.88579312072109",0.0
2020-10-07T15:56:02,"34.178743075959076,-118.61298281816663",0.0
2020-10-07T15:56:02,"34.178743075959076,-118.62845493938887",0.0
2020-10-07T15:56:02,"34.17174391926783,-117.76201615094313",0.0
2020-10-07T15:56:02,"34.17174391926783,-117.77748827216537",0.0
2020-10-07T15:56:02,"34.17174391926783,-117.79296039338762",0.0
2020-10-07T15:56:02,"34.17174391926783,-117.80843251460986",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.48146978777754",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.4659976665553",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.45052554533305",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.4350534241108",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.41958130288856",0.0
2020-10-07T15:56:02,"34.17174391926783,-117.82390463583211",0.0
2020-10-07T15:56:02,"34.17174391926783,-117.83937675705435",0.0
2020-10-07T15:56:02,"34.17174391926783,-117.8548488782766",0.0
2020-10-07T15:56:02,"34.17174391926783,-117.87032099949884",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.08693069661028",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.11787493905477",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.14108312088814",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.30354039372172",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.33448463616621",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.34995675738845",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.41184524227744",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.44278948472193",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.45826160594417",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.15655524211039",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.47373372716642",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.48920584838866",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.50467796961091",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.52015009083316",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.5356222120554",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.55109433327765",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.56656645449989",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.58203857572214",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.59751069694438",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.31901251494396",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.17202736333263",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.13334706027702",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.28806827249947",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.14881918149926",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.16429130272151",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.17976342394375",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.195235545166",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.2648600906661",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.24938796944386",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.21070766638825",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.23391584822161",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.22617978761049",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.24165190883274",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.21844372699937",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.20297160577712",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.25712403005498",0.0
2020-10-07T16:00:03,"33.72029831268257,-118.18749948455488",0.0
2020-10-07T15:56:02,"34.17174391926783,-118.27259615127723",0.0
2020-10-07T15:56:02,"34.374719463313916,-117.99409796927681",0.0
2020-10-07T15:56:02,"34.374719463313916,-118.0250422117213",0.0
2020-10-07T15:56:02,"34.13674813581161,-118.62845493938887",0.0
2020-10-07T15:56:02,"34.26973211294525,-117.91673736316558",0.0
2020-10-07T15:56:02,"34.26973211294525,-117.94768160561007",0.0
2020-10-07T15:56:02,"34.26973211294525,-117.96315372683232",0.0
2020-10-07T15:56:02,"34.31872620978396,-117.90126524194334",0.0
2020-10-07T15:56:02,"34.26973211294525,-117.97862584805456",0.0
2020-10-07T15:56:02,"34.31872620978396,-117.88579312072109",0.0
2020-10-07T15:56:02,"34.26973211294525,-117.99409796927681",0.0
2020-10-07T15:56:02,"34.31872620978396,-117.87032099949884",0.0
2020-10-07T15:56:02,"34.26973211294525,-118.00957009049905",0.0
2020-10-07T15:56:02,"34.26973211294525,-118.0250422117213",0.0
2020-10-07T15:56:02,"34.26973211294525,-118.04051433294354",0.0
2020-10-07T15:56:02,"34.26973211294525,-118.05598645416579",0.0
2020-10-07T15:56:02,"34.26973211294525,-118.07145857538804",0.0
2020-10-07T15:56:02,"34.26973211294525,-118.08693069661028",0.0
2020-10-07T15:56:02,"34.26973211294525,-118.10240281783253",0.0
2020-10-07T15:56:02,"34.26973211294525,-118.11787493905477",0.0
2020-10-07T15:56:02,"34.26973211294525,-117.93220948438783",0.0
2020-10-07T15:56:02,"34.26973211294525,-117.90126524194334",0.0
2020-10-07T15:56:02,"34.26973211294525,-118.14881918149926",0.0
2020-10-07T15:56:02,"34.26973211294525,-117.88579312072109",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.07145857538804",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.05598645416579",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.04051433294354",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.0250422117213",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.00957009049905",0.0
2020-10-07T15:56:02,"34.31872620978396,-117.99409796927681",0.0
2020-10-07T15:56:02,"34.31872620978396,-117.97862584805456",0.0
2020-10-07T15:56:02,"34.31872620978396,-117.96315372683232",0.0
2020-10-07T15:56:02,"34.31872620978396,-117.94768160561007",0.0
2020-10-07T15:56:02,"34.26973211294525,-117.82390463583211",0.0
2020-10-07T15:56:02,"34.31872620978396,-117.93220948438783",0.0
2020-10-07T15:56:02,"34.31872620978396,-117.91673736316558",0.0
2020-10-07T15:56:02,"34.26973211294525,-117.83937675705435",0.0
2020-10-07T15:56:02,"34.26973211294525,-117.8548488782766",0.0
2020-10-07T15:56:02,"34.26973211294525,-117.87032099949884",0.0
2020-10-07T15:56:02,"34.26973211294525,-118.13334706027702",0.0
2020-10-07T15:56:02,"34.31872620978396,-117.8548488782766",0.0
2020-10-07T15:56:02,"34.26973211294525,-117.79296039338762",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.47373372716642",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.44278948472193",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.42731736349968",0.0
2020-10-07T15:56:02,"34.26973211294525,-118.195235545166",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.41184524227744",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.39637312105519",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.38090099983295",0.0
2020-10-07T15:56:02,"34.26973211294525,-118.21070766638825",0.0
2020-10-07T15:56:02,"34.26973211294525,-118.22617978761049",0.0
2020-10-07T15:56:02,"34.26973211294525,-118.24165190883274",0.0
2020-10-07T15:56:02,"34.26973211294525,-118.25712403005498",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.3654288786107",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.34995675738845",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.33448463616621",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.31901251494396",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.30354039372172",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.45826160594417",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.48920584838866",0.0
2020-10-07T15:56:02,"34.31872620978396,-117.83937675705435",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.50467796961091",0.0
2020-10-07T15:56:02,"34.31872620978396,-117.82390463583211",0.0
2020-10-07T15:56:02,"34.31872620978396,-117.80843251460986",0.0
2020-10-07T15:56:02,"34.31872620978396,-117.79296039338762",0.0
2020-10-07T15:56:02,"34.31872620978396,-117.77748827216537",0.0
2020-10-07T15:56:02,"34.31872620978396,-117.76201615094313",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.62845493938887",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.61298281816663",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.59751069694438",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.58203857572214",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.56656645449989",0.0
2020-10-07T15:56:02,"34.26973211294525,-118.16429130272151",0.0
2020-10-07T15:56:02,"34.26973211294525,-118.17976342394375",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.55109433327765",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.5356222120554",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.52015009083316",0.0
2020-10-07T15:56:02,"34.26973211294525,-117.80843251460986",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.08693069661028",0.0
2020-10-07T15:56:02,"34.325725366475204,-118.27259615127723",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.62845493938887",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.59751069694438",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.58203857572214",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.56656645449989",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.55109433327765",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.5356222120554",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.34995675738845",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.3654288786107",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.38090099983295",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.39637312105519",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.41184524227744",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.42731736349968",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.44278948472193",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.45826160594417",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.47373372716642",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.52015009083316",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.61298281816663",0.0
2020-10-07T15:56:02,"34.31172705309272,-117.76201615094313",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.50467796961091",0.0
2020-10-07T15:56:02,"34.31172705309272,-117.77748827216537",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.27259615127723",0.0
2020-10-07T15:56:02,"34.31172705309272,-117.93220948438783",0.0
2020-10-07T15:56:02,"34.31172705309272,-117.91673736316558",0.0
2020-10-07T15:56:02,"34.31172705309272,-117.90126524194334",0.0
2020-10-07T15:56:02,"34.31172705309272,-117.88579312072109",0.0
2020-10-07T15:56:02,"34.31172705309272,-117.87032099949884",0.0
2020-10-07T15:56:02,"34.31172705309272,-117.8548488782766",0.0
2020-10-07T15:56:02,"34.31172705309272,-117.83937675705435",0.0
2020-10-07T15:56:02,"34.31172705309272,-117.82390463583211",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.28806827249947",0.0
2020-10-07T15:56:02,"34.31172705309272,-117.80843251460986",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.30354039372172",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.31901251494396",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.33448463616621",0.0
2020-10-07T15:56:02,"34.31172705309272,-117.79296039338762",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.48920584838866",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.50467796961091",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.10240281783253",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.28806827249947",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.25712403005498",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.24165190883274",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.22617978761049",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.59751069694438",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.21070766638825",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.195235545166",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.17976342394375",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.16429130272151",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.61298281816663",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.62845493938887",0.0
2020-10-07T15:56:02,"34.26973211294525,-117.76201615094313",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.14881918149926",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.13334706027702",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.11787493905477",0.0
2020-10-07T15:56:02,"34.26973211294525,-117.77748827216537",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.27259615127723",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.30354039372172",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.48920584838866",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.31901251494396",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.52015009083316",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.5356222120554",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.55109433327765",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.47373372716642",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.45826160594417",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.44278948472193",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.42731736349968",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.56656645449989",0.0
2020-10-07T15:56:02,"34.27673126963649,-118.58203857572214",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.41184524227744",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.39637312105519",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.38090099983295",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.3654288786107",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.34995675738845",0.0
2020-10-07T15:56:02,"34.31872620978396,-118.33448463616621",0.0
